GENDER,STRATUM,INTERNET,TV,COMPUTER,WASHING_MCH,MIC_OVEN,CAR,DVD,FRESH,PHONE,MOBILE,SCHOOL_NAT,SCHOOL_TYPE,MAT_S11,CR_S11,CC_S11,BIO_S11,ENG_S11,PROMEDIO
F,Stratum 1,No,Yes,No,No,No,Yes,No,Yes,Yes,No,PUBLIC,TECHNICAL,70,84,59,61,73,69
F,Stratum 3,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,PUBLIC,TECHNICAL/ACADEMIC,66,75,69,69,61,69
M,Stratum 3,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,PUBLIC,TECHNICAL/ACADEMIC,81,92,77,79,81,82
F,Stratum 4,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,PRIVATE,ACADEMIC,81,65,73,76,65,70
M,Stratum 2,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,PUBLIC,TECHNICAL,75,61,72,77,47,64
F,Stratum 3,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,PUBLIC,ACADEMIC,63,55,60,54,50,55
F,Stratum 3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,53,57,47,44,49,49
F,Stratum 2,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,56,55,52,57,52,54
M,Stratum 2,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,PRIVATE,ACADEMIC,58,60,73,62,71,67
F,Stratum 2,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,TECHNICAL,60,55,50,61,50,54
M,Stratum 3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,61,72,62,71,73,70
F,Stratum 4,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,PUBLIC,TECHNICAL/ACADEMIC,49,44,37,50,48,45
F,Stratum 2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,52,47,50,52,48,49
F,Stratum 3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,85,67,73,79,81,75
F,Stratum 3,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,75,75,77,66,66,71
F,Stratum 4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,75,69,67,69,84,72
M,Stratum 2,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,PUBLIC,TECHNICAL/ACADEMIC,56,69,80,70,79,75
M,Stratum 2,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,70,58,53,61,65,59
M,Stratum 2,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,PUBLIC,ACADEMIC,45,43,42,42,40,42
M,Stratum 1,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,PUBLIC,ACADEMIC,81,79,65,80,88,78
M,Stratum 5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,67,63,60,65,56,61
F,Stratum 3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,TECHNICAL,51,55,61,58,38,53
M,Stratum 6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,72,65,73,76,88,76
F,Stratum 2,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,PRIVATE,ACADEMIC,47,43,37,38,38,39
F,Stratum 2,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,PRIVATE,ACADEMIC,63,65,72,64,55,64
M,Stratum 1,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,PUBLIC,TECHNICAL/ACADEMIC,74,61,67,61,50,60
F,Stratum 2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,61,56,61,61,61,60
F,Stratum 2,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,75,60,64,71,73,67
M,Stratum 6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,PRIVATE,ACADEMIC,95,67,75,80,71,73
F,Stratum 3,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,PRIVATE,ACADEMIC,75,75,63,68,84,73
F,Stratum 3,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,61,67,65,65,68,66
M,Stratum 1,Yes,Yes,No,No,Yes,No,No,No,Yes,No,PUBLIC,TECHNICAL/ACADEMIC,79,70,73,79,79,75
F,Stratum 4,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,72,63,67,64,67,65
F,Stratum 4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,75,60,72,65,93,73
F,Stratum 3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,67,60,56,60,59,59
F,Stratum 3,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,75,75,72,68,88,76
F,Stratum 3,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,PUBLIC,TECHNICAL/ACADEMIC,62,60,69,70,52,63
M,Stratum 3,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,PUBLIC,TECHNICAL/ACADEMIC,74,61,64,75,61,65
F,Stratum 2,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,PUBLIC,TECHNICAL/ACADEMIC,77,72,75,73,93,78
M,Stratum 2,No,No,No,No,Yes,No,No,Yes,Yes,No,PUBLIC,TECHNICAL/ACADEMIC,79,69,69,69,85,73
M,Stratum 3,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,PUBLIC,TECHNICAL/ACADEMIC,58,61,64,68,65,65
F,Stratum 3,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,PUBLIC,TECHNICAL/ACADEMIC,61,62,54,59,49,56
F,Stratum 2,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,PUBLIC,TECHNICAL/ACADEMIC,81,75,65,70,77,72
F,Stratum 5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,67,67,61,60,60,62
M,Stratum 1,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,62,57,53,59,58,57
F,Stratum 4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,70,75,65,72,73,71
F,Stratum 4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,61,72,69,62,52,64
F,Stratum 2,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,PRIVATE,ACADEMIC,85,65,75,76,84,75
M,Stratum 2,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,PUBLIC,TECHNICAL/ACADEMIC,70,65,62,76,66,67
F,Stratum 3,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,PRIVATE,TECHNICAL/ACADEMIC,59,63,64,69,64,65
M,Stratum 4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,61,44,59,65,57,56
M,Stratum 5,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,78,77,81,86,78,81
M,Stratum 4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,81,60,63,73,81,69
M,Stratum 4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,72,50,60,68,71,62
F,Stratum 4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,67,72,71,76,93,78
F,Stratum 5,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,PRIVATE,ACADEMIC,92,75,72,87,100,84
M,Stratum 1,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,PUBLIC,ACADEMIC,69,60,75,67,58,65
M,Stratum 3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,99,72,87,85,88,83
F,Stratum 1,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,77,65,67,61,79,68
F,Stratum 4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,92,92,67,89,100,87
M,Stratum 2,No,No,Yes,No,No,No,Yes,Yes,Yes,No,PUBLIC,TECHNICAL/ACADEMIC,83,52,72,73,68,66
F,Stratum 3,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,PRIVATE,ACADEMIC,72,72,67,70,88,74
F,Stratum 5,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,81,100,93,78,100,93
M,Stratum 5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,77,72,63,76,100,78
M,Stratum 4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,92,78,78,83,100,85
M,Stratum 5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,99,69,78,85,93,81
M,Stratum 5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,75,69,77,88,100,84
F,Stratum 5,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,PRIVATE,ACADEMIC,67,75,58,73,88,74
F,Stratum 6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,64,60,59,70,100,72
M,Stratum 4,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,PRIVATE,ACADEMIC,100,92,75,81,93,85
M,Stratum 4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,58,57,49,56,54,54
F,Stratum 4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,85,75,71,77,88,78
M,Stratum 3,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,PUBLIC,TECHNICAL/ACADEMIC,81,54,67,66,57,61
M,Stratum 3,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,PUBLIC,TECHNICAL,66,55,59,52,61,57
F,Stratum 2,No,No,No,No,No,No,Yes,Yes,Yes,No,PUBLIC,ACADEMIC,70,70,73,78,68,72
F,Stratum 3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,75,67,62,74,88,73
M,Stratum 3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,TECHNICAL,79,70,71,70,77,72
F,Stratum 2,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,PRIVATE,ACADEMIC,62,78,62,69,71,70
F,Stratum 4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,79,65,73,79,93,78
M,Stratum 3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,57,63,69,60,59,63
F,Stratum 4,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,58,57,61,62,68,62
M,Stratum 3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,TECHNICAL,92,67,64,69,71,68
F,Stratum 2,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,PUBLIC,TECHNICAL,61,58,44,62,58,56
F,Stratum 1,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,PUBLIC,TECHNICAL/ACADEMIC,81,65,69,77,82,73
M,Stratum 1,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,PUBLIC,ACADEMIC,61,65,61,69,48,61
M,Stratum 4,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,PRIVATE,ACADEMIC,99,92,70,91,69,81
F,Stratum 4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,77,62,59,74,79,69
M,Stratum 2,No,No,No,No,No,No,Yes,Yes,Yes,No,PUBLIC,TECHNICAL,87,65,83,84,81,78
F,Stratum 3,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,PRIVATE,ACADEMIC,58,61,59,62,71,63
M,Stratum 5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,69,60,69,67,64,65
M,Stratum 3,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,PUBLIC,TECHNICAL,92,65,81,78,68,73
M,Stratum 4,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,95,69,64,81,85,75
M,Stratum 3,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,PUBLIC,ACADEMIC,77,63,65,74,57,65
F,Stratum 2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,87,67,70,73,77,72
F,Stratum 3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,85,67,73,66,100,77
F,Stratum 3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,64,72,65,69,73,70
M,Stratum 2,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,67,63,62,79,79,71
F,Stratum 3,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,64,52,53,55,57,54
F,Stratum 3,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,55,57,40,43,50,48
M,Stratum 1,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,PUBLIC,TECHNICAL/ACADEMIC,69,78,75,74,93,80
M,Stratum 1,No,No,No,Yes,No,No,No,Yes,Yes,No,PUBLIC,ACADEMIC,55,54,50,46,53,51
M,Stratum 1,No,No,No,No,No,No,No,No,Yes,No,PUBLIC,TECHNICAL/ACADEMIC,83,72,78,84,93,82
M,Stratum 5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,PRIVATE,ACADEMIC,75,70,71,74,79,74
M,Stratum 4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,67,72,62,65,77,69
F,Stratum 2,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,PUBLIC,ACADEMIC,58,52,57,54,41,51
M,Stratum 2,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,67,60,67,62,52,60
M,Stratum 2,No,No,No,No,No,No,No,Yes,Yes,No,PRIVATE,ACADEMIC,50,50,54,54,49,52
M,Stratum 2,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,61,52,58,67,64,60
F,Stratum 4,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,74,69,75,71,93,77
F,Stratum 2,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,PUBLIC,TECHNICAL,69,57,65,66,58,62
F,Stratum 2,No,No,No,No,Yes,No,No,No,Yes,No,PUBLIC,TECHNICAL/ACADEMIC,79,75,65,76,71,72
M,Stratum 3,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,75,70,69,68,100,77
M,Stratum 2,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,PUBLIC,TECHNICAL/ACADEMIC,77,52,54,68,58,58
F,Stratum 2,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,PRIVATE,ACADEMIC,67,65,61,65,64,64
F,Stratum 1,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,PUBLIC,TECHNICAL/ACADEMIC,70,67,67,65,79,70
M,Stratum 3,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,PUBLIC,TECHNICAL/ACADEMIC,62,60,58,66,68,63
F,Stratum 2,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,PUBLIC,TECHNICAL,52,44,42,39,42,42
F,Stratum 1,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,PUBLIC,TECHNICAL,67,58,67,64,54,61
F,Stratum 4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,50,75,62,58,85,70
F,Stratum 3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,PUBLIC,TECHNICAL/ACADEMIC,81,75,67,72,65,70
F,Stratum 1,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,PUBLIC,ACADEMIC,67,67,67,72,65,68
M,Stratum 1,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,PUBLIC,ACADEMIC,81,61,66,79,79,71
M,Stratum 2,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,69,54,49,63,45,53
M,Stratum 3,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,79,57,69,81,81,72
M,Stratum 1,No,No,No,No,No,No,Yes,Yes,Yes,No,PUBLIC,ACADEMIC,66,70,67,71,64,68
F,Stratum 3,No,No,Yes,No,No,No,No,Yes,Yes,No,PUBLIC,TECHNICAL/ACADEMIC,67,65,61,57,55,60
F,Stratum 1,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,PUBLIC,TECHNICAL/ACADEMIC,70,65,67,66,58,64
M,Stratum 2,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,PUBLIC,ACADEMIC,64,55,64,69,53,60
M,Stratum 4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PUBLIC,ACADEMIC,72,69,59,71,65,66
M,Stratum 2,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,PUBLIC,TECHNICAL/ACADEMIC,46,61,52,41,49,51
M,Stratum 3,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,PUBLIC,ACADEMIC,69,70,67,64,54,64
F,Stratum 2,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,PUBLIC,TECHNICAL/ACADEMIC,55,57,52,65,52,57
M,Stratum 3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,55,45,53,60,60,55
F,Stratum 3,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,PUBLIC,TECHNICAL/ACADEMIC,74,62,59,68,54,61
M,Stratum 2,No,No,No,No,No,No,No,No,Yes,Yes,PUBLIC,ACADEMIC,74,63,73,62,53,63
M,Stratum 2,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,PUBLIC,ACADEMIC,47,57,57,62,66,61
M,Stratum 3,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,PUBLIC,ACADEMIC,59,51,60,55,55,55
F,Stratum 2,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,PUBLIC,ACADEMIC,51,51,46,43,41,45
F,Stratum 4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,67,58,61,54,54,57
F,Stratum 4,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,69,72,65,67,93,74
M,Stratum 2,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,PUBLIC,TECHNICAL/ACADEMIC,75,72,71,74,77,74
M,Stratum 1,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes,PUBLIC,ACADEMIC,81,69,75,72,71,72
M,Stratum 3,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,75,65,61,62,51,60
F,Stratum 2,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,PUBLIC,ACADEMIC,56,52,53,54,50,52
F,Stratum 1,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,PUBLIC,ACADEMIC,66,60,56,57,50,56
M,Stratum 3,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,74,65,69,69,100,76
F,Stratum 3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PUBLIC,TECHNICAL/ACADEMIC,56,69,56,57,61,61
F,Stratum 2,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,PRIVATE,TECHNICAL/ACADEMIC,64,67,66,67,70,68
M,Stratum 3,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,PUBLIC,ACADEMIC,72,63,69,70,59,65
M,Stratum 2,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,PUBLIC,TECHNICAL/ACADEMIC,85,63,67,83,52,66
M,Stratum 3,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,63,58,54,62,54,57
M,Stratum 2,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,56,54,56,63,58,58
M,Stratum 4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,81,65,72,79,77,73
M,Stratum 2,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,PUBLIC,TECHNICAL/ACADEMIC,64,58,62,64,82,67
M,Stratum 2,No,No,No,No,No,No,No,Yes,Yes,No,PUBLIC,ACADEMIC,70,61,56,63,45,56
M,Stratum 2,No,No,No,No,No,No,No,Yes,Yes,No,PUBLIC,ACADEMIC,95,75,80,88,93,84
M,Stratum 2,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,PUBLIC,TECHNICAL,77,57,65,73,73,67
M,Stratum 3,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,69,65,80,89,69,76
F,Stratum 1,Yes,No,Yes,No,No,No,No,Yes,Yes,No,PUBLIC,TECHNICAL/ACADEMIC,52,54,49,62,44,52
M,Stratum 1,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,PUBLIC,ACADEMIC,64,55,56,60,44,54
F,Stratum 2,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,PUBLIC,ACADEMIC,69,57,53,59,48,54
F,Stratum 2,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,PUBLIC,TECHNICAL/ACADEMIC,69,67,54,67,65,63
F,Stratum 3,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,PUBLIC,TECHNICAL,55,51,38,54,51,49
F,Stratum 3,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,PUBLIC,TECHNICAL,74,75,69,72,88,76
F,Stratum 2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PUBLIC,TECHNICAL,62,78,71,69,68,72
M,Stratum 1,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,PUBLIC,TECHNICAL/ACADEMIC,44,55,59,51,47,53
M,Stratum 2,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes,PUBLIC,TECHNICAL,70,70,75,75,65,71
M,Stratum 2,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,PUBLIC,ACADEMIC,85,72,65,73,71,70
M,Stratum 2,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,PUBLIC,ACADEMIC,67,60,65,64,59,62
M,Stratum 4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,95,63,67,74,79,71
F,Stratum 2,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,PUBLIC,TECHNICAL/ACADEMIC,67,69,67,61,51,62
F,Stratum 2,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,PUBLIC,ACADEMIC,47,51,59,58,47,54
F,Stratum 2,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,PUBLIC,ACADEMIC,66,70,62,68,49,62
F,Stratum 2,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,PUBLIC,ACADEMIC,64,57,60,66,50,58
M,Stratum 2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PUBLIC,ACADEMIC,64,60,61,63,58,61
M,Stratum 3,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,PUBLIC,TECHNICAL/ACADEMIC,47,52,54,60,48,54
M,Stratum 3,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,PUBLIC,TECHNICAL/ACADEMIC,60,47,56,62,52,54
F,Stratum 2,No,Yes,Yes,No,No,No,No,Yes,Yes,No,PUBLIC,TECHNICAL/ACADEMIC,72,75,93,77,67,78
F,Stratum 2,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,PUBLIC,TECHNICAL/ACADEMIC,81,92,69,77,64,76
F,Stratum 2,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,77,75,66,81,88,78
M,Stratum 3,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,64,65,66,64,67,66
M,Stratum 2,No,No,No,No,No,No,No,Yes,Yes,No,PUBLIC,TECHNICAL,66,63,65,79,52,65
F,Stratum 3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,77,65,62,60,73,65
M,Stratum 1,No,No,Yes,No,No,No,Yes,Yes,Yes,No,PUBLIC,ACADEMIC,67,55,71,59,51,59
M,Stratum 6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,95,92,77,96,100,91
F,Stratum 1,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,PUBLIC,TECHNICAL/ACADEMIC,50,65,49,57,51,56
M,Stratum 4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PUBLIC,TECHNICAL/ACADEMIC,74,58,47,65,48,55
M,Stratum 1,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,PUBLIC,TECHNICAL/ACADEMIC,58,55,59,60,54,57
M,Stratum 4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,69,55,61,69,68,63
